batch_id,timestamp,machine_id,product_line,temperature,pressure,cycle_time,vibration,quality_measurement,defect_rate,temperature_tolerance,pressure_tolerance,cycle_time_tolerance,vibration_tolerance,operator_shift,operator_id,raw_material_batch,ambient_temperature,energy_consumption,maintenance_days,production_speed,actual_status,final_outcome,temperature_tolerance_distance,temperature_limit_utilization_pct,pressure_tolerance_distance,pressure_limit_utilization_pct,cycle_time_tolerance_distance,cycle_time_limit_utilization_pct,vibration_tolerance_distance,vibration_limit_utilization_pct,temperature_rolling_mean,temperature_rolling_std,temperature_rolling_z,temperature_drift_flag,pressure_rolling_mean,pressure_rolling_std,pressure_rolling_z,pressure_drift_flag,cycle_time_rolling_mean,cycle_time_rolling_std,cycle_time_rolling_z,cycle_time_drift_flag,vibration_rolling_mean,vibration_rolling_std,vibration_rolling_z,vibration_drift_flag
13261,2026-05-19 03:00:00,M-04,Line-A,74.891,101.673,43.046,3.235,45.972,3.291,78.0,108.0,49.0,3.3,Shift-A,OP-016,RM-0144,21.71,81.93,101.0,95.2,Warning,Rework,3.1089999999999947,96.01410256410257,6.326999999999998,94.14166666666667,5.954000000000001,87.84897959183672,0.06499999999999995,98.03030303030303,73.90784,1.1107572747145453,0.8851258707737706,False,103.26599999999999,2.0130797508632416,-0.7913248341586491,False,43.45552000000001,1.340621532474557,-0.3054702539680264,False,3.07432,0.2556377189174544,0.6285457430946777,False
13262,2026-05-19 03:15:00,M-05,Line-D,74.01,102.035,44.086,3.235,45.96,3.555,78.0,108.0,49.0,3.3,Shift-A,OP-022,RM-0029,24.77,85.19,59.0,99.95,Critical,Rejected,3.989999999999995,94.88461538461539,5.965000000000003,94.47685185185185,4.9140000000000015,89.97142857142858,0.06499999999999995,98.03030303030303,73.96991999999999,1.068932759031763,0.03749534258480563,False,103.21528,2.0280269664550583,-0.5819843717675565,False,43.519760000000005,1.3303677837354373,0.4256266627338883,False,3.0923200000000004,0.250202204893001,0.5702587635509311,False
13263,2026-05-19 03:30:00,M-04,Line-A,73.809,105.174,43.554,2.98,48.76,3.408,78.0,108.0,49.0,3.3,Shift-A,OP-025,RM-0009,23.55,100.78,17.0,101.18,Warning,Rework,4.1910000000000025,94.62692307692308,2.8259999999999934,97.38333333333334,5.445999999999998,88.88571428571429,0.31999999999999984,90.30303030303031,73.88832000000001,0.9948053293641376,-0.07973419287038783,False,103.32984,2.05546419493724,0.897198795552997,False,43.48348,1.3159188209515236,0.05358993189945397,False,3.0904399999999996,0.25088909900588735,-0.4401944940517646,False
13264,2026-05-19 03:45:00,M-01,Line-D,73.869,99.546,42.7,2.848,48.369,2.472,78.0,108.0,49.0,3.3,Shift-A,OP-015,RM-0088,23.48,91.6,50.0,97.28,Warning,Accepted,4.131,94.70384615384614,8.453999999999994,92.17222222222223,6.299999999999997,87.14285714285714,0.45199999999999996,86.3030303030303,73.83940000000001,0.9627002389103144,0.03074685016541832,False,103.04763999999999,2.0718794784773196,-1.690079001397046,False,43.53943999999999,1.2471926835902913,-0.6730636019957195,False,3.07924,0.25535257977938275,-0.905571426769155,False
13265,2026-05-19 04:00:00,M-04,Line-A,74.922,102.839,44.02,3.501,45.109,4.399,78.0,108.0,49.0,3.3,Shift-A,OP-002,RM-0072,23.29,91.69,93.0,98.29,Critical,Rejected,3.078000000000003,96.05384615384615,5.161000000000001,95.2212962962963,4.979999999999997,89.83673469387756,-0.20100000000000007,106.09090909090911,73.86004,0.9807169775210214,1.0828404364777466,False,103.03144,2.0718635146494173,-0.09288256617259262,False,43.49791999999999,1.211293486319944,0.43101032565291153,False,3.1001600000000002,0.26783152042528374,1.4966124949129016,False
13266,2026-05-19 04:15:00,M-06,Line-D,74.757,101.228,43.864,2.644,48.667,2.732,78.0,108.0,49.0,3.3,Shift-A,OP-004,RM-0051,21.96,94.08,80.0,105.96,Warning,Rework,3.242999999999995,95.8423076923077,6.772000000000006,93.72962962962963,5.136000000000003,89.51836734693876,0.6559999999999997,80.12121212121212,73.95128000000001,0.9522821500643934,0.8460937758263251,False,102.91856,2.0908453848468453,-0.8085533307494369,False,43.506080000000004,1.2131166102239017,0.29504171073375424,False,3.0856,0.28254041008910447,-1.5629622674531154,False
13267,2026-05-19 04:30:00,M-04,Line-D,75.138,103.923,44.905,3.141,44.146,4.186,78.0,108.0,49.0,3.3,Shift-A,OP-025,RM-0030,23.76,82.46,2.0,96.21,Critical,Rejected,2.8619999999999948,96.33076923076925,4.076999999999998,96.22500000000001,4.094999999999999,91.64285714285715,0.1589999999999998,95.18181818181819,73.91656,0.8878927337604539,1.3756616689798653,False,102.90804,2.084855660072261,0.4868250687267356,False,43.44168,1.0824228117211958,1.351893164255408,False,3.0894,0.28262445636094424,0.18257443345278265,False
13268,2026-05-19 04:45:00,M-04,Line-A,74.038,101.622,43.397,3.145,47.504,2.974,78.0,108.0,49.0,3.3,Shift-A,OP-017,RM-0048,23.04,90.69,63.0,100.68,Warning,Rework,3.9620000000000033,94.92051282051281,6.378,94.09444444444445,5.6030000000000015,88.56530612244897,0.1549999999999998,95.30303030303031,73.93456,0.8855125671974423,0.11681370071050388,False,102.95540000000001,2.0393593969680888,-0.653832768261629,False,43.40464,1.066737857520641,-0.0071620219964437315,False,3.0874800000000007,0.2820537951053297,0.20393272843047255,False
13269,2026-05-19 05:00:00,M-02,Line-A,72.302,104.663,43.922,3.055,47.333,3.308,78.0,108.0,49.0,3.3,Shift-A,OP-012,RM-0101,22.73,89.66,55.0,93.37,Warning,Rework,5.697999999999993,92.6948717948718,3.3370000000000033,96.91018518518518,5.078000000000003,89.63673469387754,0.24499999999999966,92.57575757575759,73.86268,0.9426961210616237,-1.6555494025396225,False,103.0182,2.0677488765971463,0.7954544280574432,False,43.439879999999995,1.0687744663871253,0.45109610601921996,False,3.0865199999999997,0.28212469465348,-0.11172364772503884,False
13270,2026-05-19 05:15:00,M-05,Line-D,73.714,101.488,44.799,3.454,46.813,4.458,78.0,108.0,49.0,3.3,Shift-A,OP-026,RM-0112,22.65,89.96,28.0,98.0,Critical,Rejected,4.286000000000001,94.5051282051282,6.5120000000000005,93.97037037037038,4.2010000000000005,91.42653061224489,-0.15400000000000036,104.66666666666669,73.8492,0.9423004209546461,-0.14347865817891306,False,102.80892,1.9381830606701211,-0.6815248914327509,False,43.48536,1.1022864827262986,1.1917410043448575,False,3.10732,0.2894842713055739,1.1975780184411176,False
13271,2026-05-19 05:30:00,M-03,Line-A,73.846,102.038,45.498,2.764,45.378,3.59,78.0,108.0,49.0,3.3,Shift-A,OP-009,RM-0087,22.33,92.98,22.0,95.46,Critical,Rejected,4.153999999999996,94.67435897435898,5.962000000000003,94.47962962962963,3.5020000000000024,92.85306122448979,0.536,83.75757575757575,73.8324,0.9382953071028914,0.014494370692302076,False,102.75283999999999,1.9394449094182995,-0.3685796882028468,False,43.4746,1.080177377409735,1.8732108654711024,False,3.0858,0.2943649945220831,-1.0932006386236894,False
13272,2026-05-19 05:45:00,M-02,Line-A,72.374,103.85,41.946,2.925,48.765,2.554,78.0,108.0,49.0,3.3,Shift-A,OP-010,RM-0033,22.77,79.91,66.0,102.84,Warning,Accepted,5.626000000000005,92.78717948717949,4.150000000000006,96.1574074074074,7.054000000000002,85.60408163265306,0.375,88.63636363636364,73.73572,0.9596851705974614,-1.418923665510277,False,102.74491999999998,1.9343331090245415,0.5712976709359497,False,43.37456,1.1019613604845861,-1.2963793933498693,False,3.07904,0.2961042158880091,-0.5202222451917413,False
13273,2026-05-19 06:00:00,M-03,Line-D,74.4,97.11,46.471,3.024,44.64,4.354,78.0,108.0,49.0,3.3,Shift-A,OP-001,RM-0092,22.85,89.04,2.0,94.75,Critical,Rejected,3.5999999999999943,95.38461538461539,10.89,89.91666666666667,2.5290000000000035,94.83877551020407,0.2759999999999998,91.63636363636364,73.78536,0.9607062020538127,0.6397793609388818,False,102.57144,2.2278054799888642,-2.4514887179590272,False,43.521440000000005,1.2560019267505673,2.348372193688324,False,3.0688799999999996,0.293337734815439,-0.15299770426139342,False
13274,2026-05-19 06:15:00,M-01,Line-D,73.734,100.715,45.923,3.064,46.481,4.055,78.0,108.0,49.0,3.3,Shift-A,OP-026,RM-0071,22.44,86.97,63.0,100.37,Critical,Rejected,4.266000000000005,94.53076923076922,7.284999999999997,93.25462962962963,3.076999999999998,93.72040816326532,0.23599999999999977,92.84848484848486,73.83652000000001,0.920106430436887,-0.11142189273835836,False,102.48479999999999,2.2571893843158897,-0.7840724452708613,False,43.569720000000004,1.325129286774629,1.7758870953096908,False,3.0803999999999996,0.2869419221143064,-0.05715442302455341,False
13275,2026-05-19 06:30:00,M-06,Line-C,73.536,105.564,42.797,3.197,43.631,3.39,78.0,108.0,49.0,3.3,Shift-A,OP-021,RM-0032,23.94,85.94,51.0,100.39,Warning,Rework,4.463999999999999,94.27692307692308,2.436000000000007,97.74444444444444,6.203000000000003,87.3408163265306,0.10299999999999976,96.87878787878789,73.78016,0.8921059671724345,-0.2736894595312131,False,102.68011999999999,2.3053535939927223,1.2509490984440754,False,43.65263999999999,1.1984417619007992,-0.7139604336241575,False,3.07068,0.2782368175972633,0.45400174243957664,False
13276,2026-05-19 06:45:00,M-05,Line-D,73.316,99.723,45.427,3.668,45.777,4.054,78.0,108.0,49.0,3.3,Shift-A,OP-001,RM-0028,23.95,96.22,119.0,95.01,Critical,Rejected,4.6839999999999975,93.9948717948718,8.277000000000001,92.33611111111111,3.5730000000000004,92.70816326530613,-0.3680000000000003,111.15151515151516,73.8026,0.8720754936727988,-0.557979215710615,False,102.38815999999998,2.191967774246448,-1.2158755394641747,False,43.76,1.23327237462018,1.3516884301518552,False,3.09788,0.30203729350305825,1.8875814750810813,False
13277,2026-05-19 07:00:00,M-02,Line-C,75.221,101.541,45.59,3.358,46.238,4.731,78.0,108.0,49.0,3.3,Shift-A,OP-004,RM-0128,24.06,97.62,99.0,97.7,Critical,Rejected,2.7789999999999964,96.43717948717949,6.459000000000003,94.01944444444445,3.4099999999999966,93.04081632653062,-0.058000000000000274,101.75757575757575,73.91980000000001,0.8572218693729657,1.5179267427600587,False,102.36528,2.1979367696398615,-0.3750244371839061,False,43.8034,1.2788315630558988,1.3970565409964832,False,3.1121600000000003,0.3056833437834852,0.8042309304694328,False
13278,2026-05-19 07:15:00,M-05,Line-C,75.2,101.292,41.635,3.441,44.4,3.611,78.0,108.0,49.0,3.3,Shift-A,OP-005,RM-0085,23.05,84.12,51.0,97.7,Critical,Rejected,2.799999999999997,96.41025641025641,6.707999999999998,93.78888888888889,7.365000000000002,84.96938775510203,-0.14100000000000001,104.27272727272727,73.98344,0.8915568817138146,1.3645343611295357,False,102.39724,2.175269969452436,-0.5080932553296861,False,43.743919999999996,1.3447281298963818,-1.5682872642535564,False,3.1182,0.31079280343446236,1.03863408815407,False
13279,2026-05-19 07:30:00,M-01,Line-B,73.444,104.046,44.528,3.27,46.424,3.846,78.0,108.0,49.0,3.3,Shift-A,OP-005,RM-0072,23.05,90.1,1.0,101.34,Critical,Rejected,4.555999999999997,94.15897435897436,3.9539999999999935,96.3388888888889,4.472000000000001,90.87346938775511,0.029999999999999805,99.0909090909091,73.97876000000001,0.894170019253197,-0.598051811719915,False,102.32948,2.0915780151203736,0.8206817950805504,False,43.7858,1.3524800676293343,0.5487696401329938,False,3.14384,0.2947812296149787,0.4279784033901373,False
13280,2026-05-19 07:45:00,M-03,Line-C,72.898,99.646,41.941,3.354,46.868,2.865,78.0,108.0,49.0,3.3,Shift-A,OP-023,RM-0131,20.94,77.07,31.0,98.49,Critical,Rejected,5.102000000000004,93.45897435897436,8.354,92.26481481481481,7.0589999999999975,85.59387755102041,-0.05400000000000027,101.63636363636364,73.9054,0.904965238741957,-1.113191929228627,False,102.21835999999999,2.159052702769155,-1.1914299251244471,False,43.786840000000005,1.3509907376938781,-1.3662861990829227,False,3.1412400000000003,0.2925312347994976,0.7273069494470449,False
13281,2026-05-19 08:00:00,M-04,Line-C,75.072,103.167,43.591,2.835,45.848,2.889,78.0,108.0,49.0,3.3,Shift-B,OP-018,RM-0093,23.15,89.0,22.0,93.93,Warning,Rework,2.9279999999999973,96.24615384615385,4.832999999999998,95.525,5.408999999999999,88.96122448979592,0.46499999999999986,85.9090909090909,73.90832,0.9087507780819889,1.280527101672545,False,102.14928,2.0966021423567076,0.48541398457983936,False,43.79188,1.3499747009980045,-0.14880278856447612,False,3.1099599999999996,0.2811259326351551,-0.9780670086983487,False
13282,2026-05-19 08:15:00,M-01,Line-C,71.646,104.841,44.263,3.052,47.671,2.406,78.0,108.0,49.0,3.3,Shift-B,OP-007,RM-0095,23.04,94.73,65.0,99.58,Warning,Accepted,6.353999999999999,91.85384615384615,3.159000000000006,97.07499999999999,4.737000000000002,90.33265306122449,0.24799999999999978,92.4848484848485,73.87244,0.97983162158844,-2.2722679600711757,False,102.20939999999999,2.152902246581294,1.2223499716156927,False,43.827160000000006,1.3503143979587406,0.32276927555452833,False,3.12844,0.259905925288335,-0.29410641529314374,False
13283,2026-05-19 08:30:00,M-05,Line-D,74.23,102.516,43.496,2.758,46.528,3.015,78.0,108.0,49.0,3.3,Shift-B,OP-024,RM-0114,22.45,94.41,33.0,100.12,Warning,Rework,3.769999999999996,95.16666666666667,5.483999999999995,94.92222222222223,5.503999999999998,88.76734693877552,0.5419999999999998,83.57575757575758,73.87876,0.9816802466509295,0.3577947108524226,False,102.09836,2.0567272522143916,0.20306046878619924,False,43.89104,1.291804696281415,-0.3058047405595873,False,3.1088400000000003,0.2688364868589314,-1.3050311886574353,False
13284,2026-05-19 08:45:00,M-05,Line-B,71.127,100.162,43.674,3.338,47.68,2.285,78.0,108.0,49.0,3.3,Shift-B,OP-012,RM-0118,22.61,91.12,46.0,100.0,Critical,Rejected,6.873000000000005,91.18846153846152,7.837999999999994,92.7425925925926,5.3260000000000005,89.13061224489796,-0.038000000000000256,101.15151515151517,73.82288,1.0952064234645367,-2.461526833883929,False,102.12024000000001,2.0319683864014,-0.9637157807696166,False,43.899280000000005,1.2896490323603773,-0.1746831846085185,False,3.1350399999999996,0.2572747364200098,0.7888842986458698,False
13285,2026-05-19 09:00:00,M-04,Line-C,72.3,105.508,43.147,3.05,46.617,2.681,78.0,108.0,49.0,3.3,Shift-B,OP-028,RM-0106,23.96,81.94,11.0,97.49,Warning,Accepted,5.700000000000003,92.69230769230768,2.4920000000000044,97.69259259259259,5.8530000000000015,88.05510204081632,0.25,92.42424242424242,73.75175999999999,1.1349573516207583,-1.2791317646666014,False,102.23639999999999,2.1408629295998383,1.5281688307861547,False,43.9288,1.2622710353438669,-0.6193598507051433,False,3.13344,0.25769055732276813,-0.32379921432467507,False
13286,2026-05-19 09:15:00,M-02,Line-B,76.1,102.848,45.316,3.29,43.685,5.0,78.0,108.0,49.0,3.3,Shift-B,OP-002,RM-0055,21.89,95.95,107.0,96.27,Critical,Rejected,1.9000000000000057,97.56410256410255,5.152000000000001,95.22962962962963,3.6839999999999975,92.48163265306123,0.009999999999999787,99.6969696969697,73.80012,1.2088729709932255,1.9024993156314651,False,102.2834,2.140876650658519,0.26372374131238785,False,44.0196,1.2776728193613598,1.0146572583801277,False,3.1356399999999995,0.2588260162090592,0.5963851789741287,False
13287,2026-05-19 09:30:00,M-05,Line-A,70.11,102.772,44.783,2.919,47.928,2.493,78.0,108.0,49.0,3.3,Shift-B,OP-010,RM-0084,23.01,86.74,11.0,100.73,Warning,Accepted,7.890000000000001,89.88461538461539,5.227999999999994,95.15925925925927,4.216999999999999,91.39387755102041,0.3809999999999998,88.45454545454547,73.64412,1.4147660089209249,-2.4980243925252044,False,102.31287999999999,2.1423873817157486,0.21430297989914543,False,44.04747999999999,1.2867544158339455,0.5716086853475593,False,3.1229999999999993,0.2614740267534278,-0.7801922146262467,False
13288,2026-05-19 09:45:00,M-03,Line-B,75.057,100.74,44.867,2.782,45.116,4.1,78.0,108.0,49.0,3.3,Shift-B,OP-020,RM-0055,22.7,88.31,30.0,96.41,Critical,Rejected,2.942999999999998,96.22692307692307,7.260000000000005,93.27777777777777,4.133000000000003,91.56530612244897,0.5179999999999998,84.30303030303031,73.69404,1.4425708093532272,0.9448132397820254,False,102.13552,2.078233406846961,-0.6714933921292554,False,44.1,1.292555898211573,0.5933979343262793,False,3.1150800000000003,0.26887976247135514,-1.2387693180719936,False
13289,2026-05-19 10:00:00,M-05,Line-D,75.211,103.728,44.943,2.671,44.863,3.54,78.0,108.0,49.0,3.3,Shift-B,OP-019,RM-0061,23.67,91.0,39.0,99.21,Critical,Rejected,2.7890000000000015,96.42435897435897,4.272000000000006,96.04444444444444,4.057000000000002,91.7204081632653,0.629,80.93939393939394,73.74772,1.4739794638996861,0.9927411038201432,False,102.3028,2.0288349694676637,0.7024721189491036,False,44.189719999999994,1.26895995865443,0.5936199916022259,False,3.108,0.27836831117541455,-1.5698625973436449,False
13290,2026-05-19 10:15:00,M-04,Line-B,74.704,103.056,44.345,3.065,46.113,3.71,78.0,108.0,49.0,3.3,Shift-B,OP-006,RM-0066,22.34,91.52,38.0,93.5,Critical,Rejected,3.2960000000000065,95.77435897435896,4.944000000000003,95.42222222222222,4.655000000000001,90.5,0.23499999999999988,92.87878787878789,73.73899999999999,1.4673730495905515,0.6576378108275004,False,102.31148000000002,2.0316867811422594,0.3664541241841395,False,44.20272,1.2688135376543426,0.11213625625640215,False,3.09056,0.26610854301704145,-0.09605103132056597,False
13291,2026-05-19 10:30:00,M-01,Line-C,74.377,100.804,44.242,2.962,45.893,4.182,78.0,108.0,49.0,3.3,Shift-B,OP-021,RM-0025,22.33,94.67,85.0,100.67,Critical,Rejected,3.6230000000000047,95.35512820512821,7.195999999999998,93.33703703703704,4.758000000000003,90.28979591836735,0.33799999999999963,89.75757575757576,73.7238,1.4583288380876287,0.4479099520904821,False,102.29451999999999,2.0428473209391305,-0.7296286828301848,False,44.217839999999995,1.266859689679539,0.019070778079704625,False,3.10328,0.2510475585753673,-0.5627618958006547,False
13292,2026-05-19 10:45:00,M-01,Line-C,71.326,99.362,43.816,2.843,47.489,1.85,78.0,108.0,49.0,3.3,Shift-B,OP-014,RM-0028,24.68,87.86,60.0,102.78,Warning,Accepted,6.674000000000007,91.44358974358974,8.638000000000005,92.00185185185184,5.1839999999999975,89.42040816326531,0.45699999999999985,86.15151515151516,73.57132,1.5029080344445807,-1.4939836294306552,False,102.11207999999999,2.094367663520753,-1.313083680530549,False,44.174279999999996,1.2609562019891527,-0.28413358008375583,False,3.0913600000000003,0.25620367548752937,-0.9693850001464526,False
13293,2026-05-19 11:00:00,M-01,Line-D,72.841,105.347,45.459,2.904,47.097,3.707,78.0,108.0,49.0,3.3,Shift-B,OP-025,RM-0097,23.12,89.02,61.0,95.75,Critical,Rejected,5.159000000000006,93.38589743589742,2.653000000000006,97.54351851851851,3.540999999999997,92.7734693877551,0.3959999999999999,88.0,73.52344,1.5064838498962052,-0.45300186925138225,False,102.26108,2.1884405200967856,1.4101000103322479,False,44.25676000000001,1.275351594659932,0.9426733812337994,False,3.08172,0.25862384525275184,-0.6871756153277938,False
13294,2026-05-19 11:15:00,M-01,Line-C,74.033,105.005,43.467,3.165,44.828,4.044,78.0,108.0,49.0,3.3,Shift-B,OP-006,RM-0027,22.54,86.68,100.0,102.18,Critical,Rejected,3.9669999999999987,94.91410256410256,2.9950000000000045,97.22685185185185,5.533000000000001,88.70816326530611,0.1349999999999998,95.9090909090909,73.59268,1.487667741801934,0.295980068416798,False,102.27476,2.205086209199427,1.2381556732837347,False,44.23856000000001,1.2835480798688268,-0.6011149968599994,False,3.08612,0.2590856229125537,0.304455334546384,False
13295,2026-05-19 11:30:00,M-02,Line-A,74.393,101.326,42.23,3.215,46.157,3.0,78.0,108.0,49.0,3.3,Shift-B,OP-023,RM-0087,23.01,81.28,61.0,99.64,Warning,Rework,3.6069999999999993,95.37564102564102,6.674000000000007,93.82037037037037,6.770000000000003,86.18367346938774,0.08499999999999996,97.42424242424242,73.61984,1.4961489364358267,0.5167667343612532,False,102.26828000000002,2.2077310094306086,-0.4268092426001873,False,44.135799999999996,1.3384712361502393,-1.423863246760186,False,3.0765599999999993,0.24916511928167778,0.5556154906397474,False
13296,2026-05-19 11:45:00,M-01,Line-B,74.155,105.415,43.061,3.206,46.176,3.818,78.0,108.0,49.0,3.3,Shift-B,OP-014,RM-0081,22.75,91.38,63.0,98.59,Critical,Rejected,3.844999999999999,95.07051282051282,2.5849999999999937,97.6064814814815,5.939,87.87959183673469,0.09399999999999986,97.15151515151516,73.6322,1.4993680335388142,0.3486802361432831,False,102.40336,2.294653947766765,1.3124593374661264,False,44.038320000000006,1.323791484084566,-0.7382733698999783,False,3.0942399999999997,0.2416302754209122,0.46252482146667245,False
13297,2026-05-19 12:00:00,M-06,Line-C,74.194,100.543,43.769,3.045,45.9,3.026,78.0,108.0,49.0,3.3,Shift-B,OP-004,RM-0019,22.04,80.5,11.0,102.28,Warning,Rework,3.8059999999999974,95.12051282051283,7.456999999999994,93.09537037037038,5.231000000000002,89.32448979591837,0.2549999999999999,92.27272727272727,73.705,1.4797883294572984,0.3304526669563217,False,102.27108,2.3030885407791346,-0.7503315523489957,False,44.111239999999995,1.251997912671929,-0.2733550883240783,False,3.09904,0.23930898436955064,-0.2258168457083472,False
13298,2026-05-19 12:15:00,M-06,Line-A,73.764,100.68,43.106,3.239,48.289,3.397,78.0,108.0,49.0,3.3,Shift-B,OP-005,RM-0103,23.91,92.41,93.0,96.13,Warning,Rework,4.236000000000004,94.56923076923076,7.319999999999993,93.22222222222223,5.893999999999998,87.97142857142858,0.06099999999999994,98.15151515151516,73.67956,1.4727927009589745,0.057333255348848214,False,102.41388,2.068475652906814,-0.8382404683194555,False,43.976639999999996,1.1656379111891666,-0.7469214853451193,False,3.10764,0.24036081904777884,0.5465117007023022,False
13299,2026-05-19 12:30:00,M-02,Line-B,72.225,103.082,44.851,2.761,48.549,2.786,78.0,108.0,49.0,3.3,Shift-B,OP-014,RM-0133,23.7,87.52,43.0,100.82,Warning,Rework,5.775000000000006,92.59615384615384,4.918000000000006,95.4462962962963,4.149000000000001,91.5326530612245,0.5389999999999997,83.66666666666667,73.6192,1.501118166567195,-0.9287743170734607,False,102.50856,2.0414688355858726,0.28089578934739,False,43.93375999999999,1.109416185808891,0.8267771930253877,False,3.09552,0.2500951685525316,-1.3375708212841193,False
13300,2026-05-19 12:45:00,M-02,Line-B,74.429,103.79,43.839,3.5,45.672,3.966,78.0,108.0,49.0,3.3,Shift-B,OP-022,RM-0060,22.51,83.27,85.0,98.74,Critical,Rejected,3.570999999999998,95.42179487179487,4.209999999999994,96.10185185185186,5.161000000000001,89.4673469387755,-0.20000000000000018,106.06060606060606,73.65492,1.5096563328557187,0.5127524610423891,False,102.4376,1.9600464705379539,0.6899836408617513,False,43.975440000000006,1.0842168479297742,-0.12584198471046523,False,3.10764,0.26226384297748534,1.4960506776135478,False
13301,2026-05-19 13:00:00,M-05,Line-A,71.446,103.558,42.768,2.956,50.107,1.849,78.0,108.0,49.0,3.3,Shift-B,OP-024,RM-0035,23.87,83.51,6.0,94.43,Warning,Accepted,6.554000000000002,91.5974358974359,4.441999999999993,95.88703703703705,6.231999999999999,87.28163265306122,0.34399999999999986,89.57575757575758,73.58012,1.5721810572147032,-1.3574263537946647,False,102.59100000000001,1.887466622221897,0.5123269405748013,False,43.86908,1.0661594205377403,-1.0327536190081619,False,3.07916,0.23624575481191756,-0.5213215369649769,False
13302,2026-05-19 13:15:00,M-04,Line-D,73.727,103.498,45.404,2.929,47.285,3.35,78.0,108.0,49.0,3.3,Shift-B,OP-018,RM-0099,23.13,87.92,46.0,95.54,Warning,Rework,4.272999999999996,94.52179487179487,4.501999999999995,95.83148148148149,3.5959999999999965,92.66122448979593,0.371,88.75757575757575,73.52036,1.5351694227884973,0.13460403583642533,False,102.66928,1.8826807243932242,0.44018084918094397,False,43.861639999999994,1.0542321803100896,1.4630173777718898,False,3.062,0.23066245179190487,-0.5766001313468552,False
13303,2026-05-19 13:30:00,M-04,Line-D,76.188,101.749,43.169,3.299,46.293,3.407,78.0,108.0,49.0,3.3,Shift-B,OP-020,RM-0022,23.28,85.29,35.0,97.55,Warning,Rework,1.8119999999999976,97.67692307692309,6.251000000000005,94.21203703703704,5.831000000000003,88.1,0.0009999999999998899,99.96969696969697,73.55987999999999,1.5918797934092732,1.6509538037237454,False,102.68755999999999,1.8709327237152267,-0.5016535271969795,False,43.923,0.9596316567663208,-0.7857181395419627,False,3.05632,0.22254638467815996,1.090469298573224,False
13304,2026-05-19 13:45:00,M-06,Line-C,71.549,104.891,43.856,2.712,48.662,2.467,78.0,108.0,49.0,3.3,Shift-B,OP-030,RM-0079,23.74,89.31,39.0,100.1,Warning,Accepted,6.450999999999993,91.7294871794872,3.1089999999999947,97.1212962962963,5.143999999999998,89.50204081632653,0.5879999999999996,82.18181818181819,73.48407999999999,1.6419566559437906,-1.1785207563154023,False,102.72136,1.9038400860721387,1.1396125209634813,False,43.89612,0.9513549688039977,-0.042171430554926136,False,3.034,0.22813446327400813,-1.4114482984241241,False
13305,2026-05-19 14:00:00,M-04,Line-A,74.066,103.349,43.21,2.88,48.093,3.06,78.0,108.0,49.0,3.3,Shift-B,OP-027,RM-0080,23.07,91.79,103.0,97.67,Warning,Rework,3.9339999999999975,94.95641025641027,4.650999999999996,95.69351851851852,5.789999999999999,88.18367346938776,0.41999999999999993,87.27272727272728,73.5308,1.641202455517934,0.3261023636667078,False,102.86948000000001,1.7955752820016435,0.2670564719878756,False,43.94688,0.8733480272308916,-0.8437415291775617,False,3.0150399999999995,0.21998266598375416,-0.6138665489669645,False
13306,2026-05-19 14:15:00,M-05,Line-D,74.257,103.117,43.785,3.168,48.399,3.711,78.0,108.0,49.0,3.3,Shift-B,OP-004,RM-0079,22.54,91.01,80.0,99.41,Critical,Rejected,3.742999999999995,95.20128205128205,4.882999999999996,95.4787037037037,5.215000000000003,89.35714285714285,0.13199999999999967,96.00000000000001,73.4982,1.6172326157147099,0.4691965723586823,False,102.86748000000001,1.7952578997649928,0.1389883871462997,False,43.95464000000001,0.8709126381760469,-0.19478417531670286,False,3.02836,0.2187048772508739,0.6384859896828936,False
13307,2026-05-19 14:30:00,M-04,Line-C,75.136,105.381,42.773,2.984,45.104,4.039,78.0,108.0,49.0,3.3,Shift-B,OP-006,RM-0081,23.11,91.12,98.0,101.25,Critical,Rejected,2.8640000000000043,96.32820512820513,2.6189999999999998,97.575,6.226999999999997,87.29183673469389,0.31599999999999984,90.42424242424244,73.6378,1.6012382187954985,0.9356509121590852,False,102.88908,1.8230258710914198,1.3669142273379347,False,43.89504,0.8994469356228794,-1.2474777060894318,False,3.0256399999999997,0.21882144166721837,-0.1902921381138024,False
13308,2026-05-19 14:45:00,M-04,Line-D,74.671,102.661,44.768,3.474,45.067,4.714,78.0,108.0,49.0,3.3,Shift-B,OP-007,RM-0048,22.9,86.24,20.0,90.83,Critical,Rejected,3.3289999999999935,95.73205128205129,5.338999999999999,95.05648148148148,4.231999999999999,91.36326530612246,-0.17400000000000038,105.27272727272728,73.65544,1.610436718201424,0.6306115530787267,False,102.89488000000001,1.8220198343236098,-0.12836303732491305,False,43.94592000000001,0.9118255918767704,0.901575923426257,False,3.05428,0.22895387453950836,1.833207674882887,False
